宝鸡,北京悠麦科技有限公司,15-50人,不限,Python工程师,4k-8k,1-3年
深圳,上海微创软件股份有限公司,2000人以上,本科,众包项目助理（python开发、外派腾讯）,9k-12k,1-3年
深圳,深圳金蝶账无忧网络科技有限公司,50-150人,本科,Python开发工程师,12k-16k,3-5年
北京,北京向上一心科技有限公司,500-2000人,本科,python开发工程师,20k-40k,不限
长沙,湖南逻辑教育科技有限公司,15-50人,大专,python,5k-7k,1-3年
深圳,深圳市观麦网络科技有限公司,150-500人,本科,python后台开发工程师,10k-18k,1-3年
深圳,腾讯科技（深圳）有限公司,2000人以上,本科,数据分析平台开发工程师（Python）,20k-40k,3-5年
深圳,腾讯科技（深圳）有限公司,2000人以上,本科,监控系统开发工程师-Python&amp;Go,16k-30k,3-5年
北京,北京新工场投资顾问有限公司,50-150人,本科,高级python开发工程师,15k-30k,1-3年
深圳,翼果（深圳）科技有限公司,50-150人,本科,Python后台工程师(科技园),10k-20k,1-3年
深圳,翼果（深圳）科技有限公司,50-150人,本科,后台开发工程师（Python / Java）,8k-15k,不限
上海,上海骞云信息科技有限公司,50-150人,本科,高级Python开发工程师,15k-30k,3-5年
上海,上海骞云信息科技有限公司,50-150人,本科,Python 开发工程师,10k-18k,1-3年
北京,达内时代科技集团有限公司,2000人以上,本科,少儿编程讲师-python、scratch、C++,7k-10k,不限
北京,达内时代科技集团有限公司,2000人以上,本科,Python金牌讲师,15k-25k,3-5年
上海,上海斗象信息科技有限公司,150-500人,本科,高级Python后端研发工程师,10k-15k,1-3年
深圳,深圳市易博天下科技有限公司,150-500人,本科,Python高级开发工程师,18k-25k,5-10年
北京,四川伊澳农业科技有限公司,2000人以上,本科,后台开发（C++/go/PHP/python）,30k-50k,3-5年
深圳,深圳点猫科技有限公司,2000人以上,本科,课程设计（python）,9k-14k,1-3年
深圳,深圳小步网络科技有限公司,150-500人,本科,Python后台开发工程师,15k-30k,3-5年
杭州,杭州知衣科技有限公司,50-150人,本科,python爬虫,15k-25k,1-3年
杭州,杭州同花顺数据开发有限公司,2000人以上,本科,监控平台开发工程师（Python、Go、C++）,13k-20k,1-3年
上海,上海心莲信息科技有限公司,15-50人,本科,技术经理（python),18k-30k,3-5年
北京,北京影谱科技股份有限公司,50-150人,本科,python视频后台工程师,20k-30k,3-5年
北京,北京慧达天下科技有限公司,50-150人,本科,资深python,30k-50k,5-10年
上海,上海斗象信息科技有限公司,150-500人,本科,Python后端研发工程师,15k-30k,3-5年
上海,上海答派体育文化发展有限公司,50-150人,大专,Python高级开发工程师,15k-25k,3-5年
深圳,深圳市前海房极客网络科技有限公司,150-500人,本科,高级Python工程师,10k-20k,3-5年
深圳,深圳市前海房极客网络科技有限公司,150-500人,本科,高级Python爬虫工程师,10k-20k,3-5年
北京,艾迈科斯媒体科技（北京）有限公司,150-500人,本科,Python后端开发,18k-36k,1-3年
北京,北京字节跳动科技有限公司,2000人以上,本科,Python后端高级开发工程师-抖音/火山,20k-40k,1-3年
北京,北京字节跳动科技有限公司,2000人以上,本科,Python开发工程师-安全方向,20k-40k,1-3年
北京,北京搜狗科技发展有限公司,2000人以上,本科,信息流-Python开发工程师,20k-40k,不限
北京,北京搜狗科技发展有限公司,2000人以上,本科,搜狗金融-Python后端开发工程师,30k-45k,5-10年
杭州,杭州河象网络科技有限公司,500-2000人,本科,Python资深开发工程师,13k-26k,3-5年
广州,海南元游信息技术有限公司广州分公司,150-500人,不限,Python开发工程师(000734),8k-12k,1-3年
深圳,深圳市明源云客电子商务有限公司,2000人以上,本科,Python高级开发工程师,15k-30k,3-5年
北京,中国通信服务香港有限公司,50-150人,本科,Python运维开发工程师,10k-20k,3-5年
北京,高德软件有限公司,2000人以上,本科,高德-高级开发工程师/专家-Python/Go,25k-50k,3-5年
北京,上海倾听信息技术有限公司,150-500人,本科,Python 后端开发（北京）,18k-36k,1-3年
杭州,嘉兴构美信息技术有限公司,150-500人,本科,python web开发主管,20k-35k,5-10年
北京,北京人和易行科技有限公司,500-2000人,大专,python(odoo开发工程师),15k-30k,3-5年
上海,通联数据股份公司,500-2000人,本科,Python后端开发工程师SH,10k-20k,1-3年
上海,上海加美文化传媒有限公司,15-50人,硕士,python高级开发工程师,25k-50k,3-5年
上海,上海加美文化传媒有限公司,15-50人,本科,Python后端,15k-25k,1-3年
杭州,杭州繁衍网络科技有限公司,50-150人,本科,Python爬虫工程师,10k-20k,1-3年
上海,上海雪湖科技有限公司,50-150人,本科,Python高级开发工程师,15k-30k,1-3年
北京,武汉佰钧成技术有限责任公司,2000人以上,大专,python 开发运维,12k-18k,3-5年
北京,上海微创软件股份有限公司,2000人以上,本科,Python开发工程师,14k-17k,1-3年
北京,北京开课吧科技有限公司,500-2000人,本科,Python教研,15k-30k,3-5年
北京,北京猎户星空科技有限公司,500-2000人,本科,Python开发工程师,18k-35k,3-5年
北京,北京万里开源软件有限公司,150-500人,本科,云平台开发工程师（Python后端开发）,13k-25k,3-5年
北京,北京石云科技有限公司,50-150人,本科,python/node.js,12k-24k,1-3年
深圳,深圳点猫科技有限公司,2000人以上,本科,课程设计（python）实习,3k-4k,应届毕业生
北京,新浪网技术（中国）有限公司,2000人以上,本科,Python/Go开发工程师,15k-30k,1-3年
广州,广州中康资讯股份有限公司,150-500人,本科,高级Python开发工程师(J10058),15k-25k,3-5年
广州,广州中康资讯股份有限公司,150-500人,本科,高级Python工程师（爬虫）(J10059),15k-25k,5-10年
北京,北京旷视科技有限公司,500-2000人,本科,全栈开发工程师（Python方向）,20k-40k,3-5年
北京,北京旷视科技有限公司,500-2000人,本科,资深软件开发工程师（Go/Python，云方向）,20k-40k,3-5年
杭州,杭州览众数据科技有限公司,150-500人,本科,Python工程师,20k-40k,3-5年
深圳,深圳前海小鸟云计算有限公司,50-150人,大专,系统工程师（会Python）,15k-20k,3-5年
深圳,富途网络科技（深圳）有限公司,500-2000人,不限,资讯与社区-Python后台开发工程师,15k-30k,1-3年
深圳,富途网络科技（深圳）有限公司,500-2000人,不限,高级DevOps开发工程师/python,15k-30k,3-5年
上海,上海别样秀数据科技有限公司,150-500人,本科,Python爬虫工程师(Selenium方向),10k-20k,不限
上海,上海别样秀数据科技有限公司,150-500人,本科,Python下单机器人工程师（Selenium方向,10k-20k,3-5年
深圳,深圳市趣虹科技有限公司,50-150人,本科,python研发工程师,12k-15k,1-3年
杭州,杭州康晟健康管理咨询有限公司,500-2000人,不限,Python开发工程师 (MJ000019),20k-25k,3-5年
深圳,深圳市微赢世纪网络科技有限公司,15-50人,本科,python开发工程师,15k-30k,3-5年
成都,成都链安科技有限公司,50-150人,本科,python开发工程师,10k-18k,3-5年
深圳,风变科技（深圳）有限公司,500-2000人,本科,python教研实习生,4k-6k,不限
深圳,风变科技（深圳）有限公司,500-2000人,本科,Python讲师,7k-13k,不限
上海,上海道客网络科技有限公司,150-500人,本科,python开发工程师,15k-20k,3-5年
北京,微梦创科网络科技（中国）有限公司,2000人以上,本科,测试开发工程师（Python开发测试框架）,20k-35k,3-5年
北京,北京石云科技有限公司,50-150人,本科,Java/Python,8k-16k,应届毕业生
上海,上海谷露软件有限公司,50-150人,本科,python开发工程师G00345,20k-40k,不限
杭州,杭州博彦信息技术有限公司,2000人以上,本科,python开发（电话面试）,12k-24k,1-3年
北京,北京音娱时光科技有限公司,50-150人,本科,Python工程师,15k-25k,1-3年
宁波,杭州绿湾网络科技有限公司,150-500人,本科,Python运维工程师,10k-20k,3-5年
北京,小叶子（北京）科技有限公司,150-500人,本科,python开发工程师,15k-30k,3-5年
深圳,深圳市法本信息技术股份有限公司,2000人以上,本科,python开发,10k-14k,1-3年
深圳,上海扬麟文化传播有限公司,50-150人,本科,go/java/python/c/c++,15k-30k,不限
北京,北京缔联科技有限公司,50-150人,大专,Python Web开发工程师,15k-20k,3-5年
上海,上海有元网络科技有限公司,50-150人,本科,python开发工程师,15k-20k,3-5年
北京,北京京东世纪贸易有限公司,2000人以上,本科,高级python开发工程师,25k-40k,5-10年
成都,智予成医疗科技成都有限公司,15-50人,不限,中、高级后端开发工程师（Java+python）,12k-24k,3-5年
深圳,深圳市橡树黑卡网络科技有限公司,500-2000人,本科,python,13k-25k,3-5年
南京,易宝软件科技（南京）有限公司,150-500人,本科,python,10k-20k,1-3年
上海,易宝软件科技（南京）有限公司,150-500人,大专,python开发2,13k-19k,3-5年
深圳,腾讯科技（深圳）有限公司,2000人以上,本科,python开发工程师,20k-40k,3-5年
上海,北京字节跳动科技有限公司,2000人以上,本科,Python工程师(大数据方向）,25k-40k,3-5年
